Year,Neonatal period,Age,Birthweight,Country,Region,Country of birth,Sex,Units,Unit multiplier,Observation status,GeoCode,Value
2011,Late neonatal,25 to 29,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,25.8
2012,,25 to 29,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,149.5
2012,Early neonatal,25 to 29,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,123.9
2012,Late neonatal,25 to 29,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,25.6
2013,,25 to 29,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,147.1
2013,Early neonatal,25 to 29,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,125.6
2013,Late neonatal,25 to 29,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,21.5
2014,,25 to 29,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,127.5
2014,Early neonatal,25 to 29,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,107.4
2014,Late neonatal,25 to 29,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,20.1
2015,,25 to 29,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,138.1
2015,Early neonatal,25 to 29,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,118.4
2015,Late neonatal,25 to 29,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,19.6
2005,,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,166.5
2005,Early neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,137.8
2005,Late neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,28.7
2006,,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,158.1
2006,Early neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,125.1
2006,Late neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,33.0
2007,,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,144.5
2007,Early neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,113.9
2007,Late neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,30.6
2008,,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,141.6
2008,Early neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,118.5
2008,Late neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,23.0
2009,,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,130.5
2009,Early neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,105.8
2009,Late neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,24.7
2010,,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,131.7
2010,Early neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,109.9
2010,Late neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,21.7
2011,,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,143.5
2011,Early neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,117.3
2011,Late neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,26.2
2012,,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,136.4
2012,Early neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,113.6
2012,Late neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,22.9
2013,,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,142.7
2013,Early neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,120.7
2013,Late neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,22.0
2014,,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,128.2
2014,Early neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,106.9
2014,Late neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,21.2
2015,,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,128.1
2015,Early neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,111.6
2015,Late neonatal,30 to 34,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,16.5
2005,,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,154.0
2005,Early neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,125.9
2005,Late neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,28.1
2006,,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,133.2
2006,Early neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,101.6
2006,Late neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,31.6
2007,,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,131.1
2007,Early neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,104.6
2007,Late neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,26.5
2008,,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,131.3
2008,Early neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,112.5
2008,Late neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,18.8
2009,,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,108.0
2009,Early neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,89.2
2009,Late neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,18.8
2010,,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,128.1
2010,Early neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,103.7
2010,Late neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,24.5
2011,,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,136.9
2011,Early neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,114.1
2011,Late neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,22.8
2012,,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,137.8
2012,Early neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,112.4
2012,Late neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,25.4
2013,,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,122.6
2013,Early neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,90.6
2013,Late neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,32.1
2014,,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,150.9
2014,Early neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,129.7
2014,Late neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,21.2
2015,,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,136.8
2015,Early neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,116.9
2015,Late neonatal,35 to 39,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,20.0
2005,,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,125.0
2005,Early neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,91.7
2005,Late neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,33.3
2006,,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,163.2
2006,Early neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,131.6
2006,Late neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,31.6
2007,,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,111.4
2007,Early neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,84.2
2007,Late neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,27.2
2008,,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,129.4
2008,Early neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,98.8
2008,Late neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,30.6
2009,,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,142.9
2009,Early neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,107.7
2009,Late neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,35.1
2010,,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,126.6
2010,Early neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,101.3
2010,Late neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,25.3
2011,,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,154.4
2011,Early neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,123.0
2011,Late neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,31.3
2012,,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,126.3
2012,Early neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,98.9
2012,Late neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,27.4
2013,,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,126.4
2013,Early neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,99.8
2013,Late neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,26.6
2014,,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,96.3
2014,Early neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,74.1
2014,Late neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,22.2
2015,,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,112.3
2015,Early neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,78.4
2015,Late neonatal,40 and over,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,33.9
2005,,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,166.1
2005,Early neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,133.5
2005,Late neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,32.6
2006,,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,164.7
2006,Early neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,128.4
2006,Late neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,36.3
2007,,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,145.2
2007,Early neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,116.2
2007,Late neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,29.0
2008,,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,151.4
2008,Early neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,122.2
2008,Late neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,29.2
2009,,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,141.5
2009,Early neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,113.1
2009,Late neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,28.5
2010,,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,137.4
2010,Early neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,113.4
2010,Late neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,24.0
2011,,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,145.4
2011,Early neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,118.9
2011,Late neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,26.5
2012,,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,144.7
2012,Early neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,120.3
2012,Late neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,24.4
2013,,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,140.7
2013,Early neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,114.8
2013,Late neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,25.8
2014,,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,131.9
2014,Early neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,111.7
2014,Late neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,20.2
2015,,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,136.0
2015,Early neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,116.4
2015,Late neonatal,,Under 1500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,19.6
2005,,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,39.3
2005,Early neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,30.9
2005,Late neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,8.4
2006,,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,35.4
2006,Early neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,25.9
2006,Late neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,9.6
2007,,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,38.8
2007,Early neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,31.3
2007,Late neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,7.6
2008,,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,34.7
2008,Early neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,23.3
2008,Late neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,11.4
2009,,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,32.7
2009,Early neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,26.7
2009,Late neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,5.9
2010,,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,33.3
2010,Early neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,25.3
2010,Late neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,8.0
2011,,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,29.0
2011,Early neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,25.7
2011,Late neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,3.4
2012,,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,34.2
2012,Early neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,29.7
2012,Late neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,4.5
2013,,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,34.8
2013,Early neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,28.6
2013,Late neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,6.2
2014,,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,27.7
2014,Early neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,21.8
2014,Late neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,5.9
2015,,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,34.3
2015,Early neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,29.4
2015,Late neonatal,19 and under,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,4.9
2005,,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,34.0
2005,Early neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,26.6
2005,Late neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,7.4
2006,,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,32.8
2006,Early neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,25.6
2006,Late neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,7.2
2007,,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,30.7
2007,Early neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,24.7
2007,Late neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,6.0
2008,,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,32.9
2008,Early neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,25.1
2008,Late neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,7.8
2009,,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,31.8
2009,Early neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,24.5
2009,Late neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,7.3
2010,,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,28.5
2010,Early neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,22.7
2010,Late neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,5.8
2011,,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,32.1
2011,Early neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,25.2
2011,Late neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,7.0
2012,,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,29.1
2012,Early neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,24.0
2012,Late neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,5.0
2013,,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,24.9
2013,Early neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,19.1
2013,Late neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,5.8
2014,,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,24.1
2014,Early neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,20.3
2014,Late neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.7
2015,,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,25.9
2015,Early neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,22.2
2015,Late neonatal,20 to 24,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.7
2005,,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,32.7
2005,Early neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,24.8
2005,Late neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,8.0
2006,,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,34.6
2006,Early neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,26.2
2006,Late neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,8.3
2007,,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,27.5
2007,Early neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,22.0
2007,Late neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,5.5
2008,,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,31.9
2008,Early neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,24.9
2008,Late neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,7.0
2009,,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,31.5
2009,Early neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,24.6
2009,Late neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,6.9
2010,,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,28.1
2010,Early neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,23.8
2010,Late neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.4
2011,,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,26.3
2011,Early neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,20.7
2011,Late neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,5.6
2012,,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,28.4
2012,Early neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,23.1
2012,Late neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,5.2
2013,,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,25.0
2013,Early neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,21.0
2013,Late neonatal,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.0
2014,,25 to 29,Under 2500,England and Wales,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,23.5
